province;red;green;blue;x;x
5213;14;228;13;Nexoria5213;x
5214;71;141;12;Nexoria5214;x
5215;80;169;216;Nexoria5215;x
5216;243;36;70;Nexoria5216;x
5217;248;18;75;Nexoria5217;x
5218;15;115;220;Nexoria5218;x
5219;255;219;111;Nexoria5219;x
5220;103;247;134;Nexoria5220;x
5221;221;250;30;Nexoria5221;x
5222;182;23;245;Nexoria5222;x
5223;218;3;48;Nexoria5223;x
5224;247;249;0;Nexoria5224;x
5225;225;33;202;Nexoria5225;x
5226;241;240;195;Nexoria5226;x
5227;14;161;80;Nexoria5227;x
5228;134;53;169;Nexoria5228;x
5229;14;70;221;Nexoria5229;x
5230;54;81;146;Nexoria5230;x
5231;115;40;85;Nexoria5231;x
5232;245;3;216;Nexoria5232;x
5233;208;14;253;Nexoria5233;x
5234;116;222;210;Nexoria5234;x
5235;145;126;52;Nexoria5235;x
5236;44;206;107;Nexoria5236;x
5237;210;14;15;Nexoria5237;x
5238;188;102;159;Nexoria5238;x
5239;101;224;190;Nexoria5239;x
5240;181;148;0;Nexoria5240;x
5241;239;68;67;Nexoria5241;x
5242;195;171;80;Nexoria5242;x
5243;11;156;98;Nexoria5243;x
5244;170;250;175;Nexoria5244;x
5245;130;211;9;Nexoria5245;x
5246;122;230;211;Nexoria5246;x
5247;60;234;242;Nexoria5247;x
5248;39;132;169;Nexoria5248;x
5249;119;164;98;Nexoria5249;x
5250;2;9;98;Nexoria5250;x
5251;13;101;219;Nexoria5251;x
5252;159;4;141;Nexoria5252;x
5253;221;60;124;Nexoria5253;x
5254;15;70;180;Nexoria5254;x
5255;222;155;76;Nexoria5255;x
5256;191;243;89;Nexoria5256;x
5257;203;158;198;Nexoria5257;x
5258;247;188;245;Nexoria5258;x
5259;191;12;156;Nexoria5259;x
5260;72;82;189;Nexoria5260;x
5261;30;14;59;Nexoria5261;x
5262;234;14;178;Nexoria5262;x
5263;99;53;121;Nexoria5263;x
5264;158;165;18;Nexoria5264;x
5265;19;69;246;Nexoria5265;x
5266;245;109;79;Nexoria5266;x
5267;105;20;87;Nexoria5267;x
5268;224;77;163;Nexoria5268;x
5269;67;47;7;Nexoria5269;x
5270;121;37;148;Nexoria5270;x
5271;155;245;46;Nexoria5271;x
5272;86;15;123;Nexoria5272;x
5273;170;129;140;Nexoria5273;x
5274;75;212;185;Nexoria5274;x
5275;160;9;68;Nexoria5275;x
5276;19;99;246;Nexoria5276;x
5277;113;7;84;Nexoria5277;x
5278;105;183;91;Nexoria5278;x
5279;95;103;172;Nexoria5279;x
5280;50;210;186;Nexoria5280;x
5281;176;212;136;Nexoria5281;x
5282;77;4;169;Nexoria5282;x
5283;145;247;142;Nexoria5283;x
5284;251;243;111;Nexoria5284;x
5285;217;46;79;Nexoria5285;x
5286;225;48;202;Nexoria5286;x
5287;248;109;6;Nexoria5287;x
5288;80;145;86;Nexoria5288;x
5289;219;130;50;Nexoria5289;x
5290;82;151;9;Nexoria5290;x
5291;79;101;72;Nexoria5291;x
5292;140;83;143;Nexoria5292;x
5293;203;79;173;Nexoria5293;x
5294;141;131;39;Nexoria5294;x
5295;123;21;83;Nexoria5295;x
5296;17;8;62;Nexoria5296;x
5297;137;178;163;Nexoria5297;x
5298;158;44;225;Nexoria5298;x
5299;80;53;217;Nexoria5299;x
5300;199;32;133;Nexoria5300;x
5301;17;11;188;Nexoria5301;x
5302;101;10;57;Nexoria5302;x
5303;8;62;52;Nexoria5303;x
5304;31;152;62;Nexoria5304;x
5305;89;243;11;Nexoria5305;x
5306;125;183;236;Nexoria5306;x
5307;35;242;162;Nexoria5307;x
5308;158;244;232;Nexoria5308;x
5309;182;157;249;Nexoria5309;x
5310;44;199;243;Nexoria5310;x
5311;229;128;219;Nexoria5311;x
5312;198;38;193;Nexoria5312;x
5313;224;70;81;Nexoria5313;x
5314;95;6;39;Nexoria5314;x
5315;91;73;44;Nexoria5315;x
5316;86;82;219;Nexoria5316;x
5317;240;172;44;Nexoria5317;x
5318;126;32;84;Nexoria5318;x
5319;215;12;153;Nexoria5319;x
5320;150;101;206;Nexoria5320;x
5321;206;22;245;Nexoria5321;x
5322;211;137;99;Nexoria5322;x
5323;91;230;4;Nexoria5323;x
5324;179;29;210;Nexoria5324;x
5325;123;48;124;Nexoria5325;x
5326;175;104;39;Nexoria5326;x
5327;136;164;142;Nexoria5327;x
5328;81;230;199;Nexoria5328;x
5329;254;153;140;Nexoria5329;x
5330;72;126;34;Nexoria5330;x
5331;116;61;134;Nexoria5331;x
5332;86;165;122;Nexoria5332;x
5333;74;27;170;Nexoria5333;x
5334;216;92;243;Nexoria5334;x
5335;120;103;72;Nexoria5335;x
5336;53;4;161;Nexoria5336;x
5337;11;76;11;Nexoria5337;x
5338;140;29;245;Nexoria5338;x
5339;96;154;17;Nexoria5339;x
5340;151;166;120;Nexoria5340;x
5341;78;143;178;Nexoria5341;x
5342;165;200;93;Nexoria5342;x
5343;97;139;97;Nexoria5343;x
5344;39;238;208;Nexoria5344;x
5345;154;91;172;Nexoria5345;x
5346;98;170;174;Nexoria5346;x
5347;63;160;1;Nexoria5347;x
5348;217;60;190;Nexoria5348;x
5349;75;33;143;Nexoria5349;x
5350;181;239;94;Nexoria5350;x
5351;161;84;219;Nexoria5351;x
5352;103;247;123;Nexoria5352;x
5353;149;66;103;Nexoria5353;x
5354;214;16;102;Nexoria5354;x
5355;194;71;0;Nexoria5355;x
5356;236;49;69;Nexoria5356;x
5357;90;233;8;Nexoria5357;x
5358;106;96;191;Nexoria5358;x
5359;153;242;206;Nexoria5359;x
5360;32;246;116;Nexoria5360;x
5361;116;139;201;Nexoria5361;x
5362;255;13;237;Nexoria5362;x
5363;11;147;146;Nexoria5363;x
5364;25;135;3;Nexoria5364;x
5365;161;95;98;Nexoria5365;x
5366;136;2;52;Nexoria5366;x
5367;153;31;63;Nexoria5367;x
5368;136;10;172;Nexoria5368;x
5369;152;193;37;Nexoria5369;x
5370;235;243;8;Nexoria5370;x
5371;24;101;223;Nexoria5371;x
5372;146;188;54;Nexoria5372;x
5373;166;165;71;Nexoria5373;x
5374;158;242;12;Nexoria5374;x
5375;71;210;90;Nexoria5375;x
5376;80;233;216;Nexoria5376;x
5377;130;126;75;Nexoria5377;x
5378;9;113;254;Nexoria5378;x
5379;51;224;115;Nexoria5379;x
5380;163;234;146;Nexoria5380;x
5381;201;113;39;Nexoria5381;x
5382;106;203;128;Nexoria5382;x
5383;220;145;140;Nexoria5383;x
5384;230;233;179;Nexoria5384;x
5385;213;87;233;Nexoria5385;x
5386;217;105;43;Nexoria5386;x
5387;133;154;175;Nexoria5387;x
5388;29;152;75;Nexoria5388;x
5389;50;221;200;Nexoria5389;x
5390;31;94;125;Nexoria5390;x
5391;4;31;139;Nexoria5391;x
5392;91;215;219;Nexoria5392;x
5393;162;220;200;Nexoria5393;x
5394;46;36;105;Nexoria5394;x
5395;129;238;241;Nexoria5395;x
5396;224;214;157;Nexoria5396;x
5397;70;206;142;Nexoria5397;x
5398;112;163;175;Nexoria5398;x
5399;175;144;45;Nexoria5399;x
5400;6;129;129;Nexoria5400;x
5401;20;6;155;Nexoria5401;x
5402;239;125;148;Nexoria5402;x
5403;40;131;249;Nexoria5403;x
5404;50;99;223;Nexoria5404;x
5405;61;129;201;Nexoria5405;x
5406;83;132;120;Nexoria5406;x
5407;85;43;103;Nexoria5407;x
5408;93;111;28;Nexoria5408;x
5409;229;48;11;Nexoria5409;x
5410;191;80;46;Nexoria5410;x
5411;164;228;186;Nexoria5411;x
5412;50;94;121;Nexoria5412;x
5413;35;56;29;Nexoria5413;x
5414;144;15;77;Nexoria5414;x
5415;54;162;166;Nexoria5415;x
5416;178;112;107;Nexoria5416;x
5417;251;108;33;Nexoria5417;x
5418;27;192;85;Nexoria5418;x
5419;111;78;238;Nexoria5419;x
5420;37;112;224;Nexoria5420;x
5421;76;83;50;Nexoria5421;x
5422;189;135;82;Nexoria5422;x
5423;115;243;246;Nexoria5423;x
5424;173;226;197;Nexoria5424;x
5425;190;0;234;Nexoria5425;x
5426;244;67;70;Nexoria5426;x
5427;3;254;95;Nexoria5427;x
5428;13;153;235;Nexoria5428;x
5429;226;94;145;Nexoria5429;x
5430;167;195;248;Nexoria5430;x
5431;161;49;209;Nexoria5431;x
5432;86;25;129;Nexoria5432;x
5433;21;147;6;Nexoria5433;x
5434;143;38;134;Nexoria5434;x
5435;249;112;23;Nexoria5435;x
5436;179;23;72;Nexoria5436;x
5437;164;84;46;Nexoria5437;x
5438;156;214;79;Nexoria5438;x
5439;203;233;53;Nexoria5439;x
5440;139;46;145;Nexoria5440;x
5441;238;174;213;Nexoria5441;x
5442;126;202;121;Nexoria5442;x
5443;229;72;34;Nexoria5443;x
5444;152;143;150;Nexoria5444;x
5445;178;60;51;Nexoria5445;x
5446;99;37;87;Nexoria5446;x
5447;14;226;145;Nexoria5447;x
5448;154;250;125;Nexoria5448;x
5449;84;255;162;Nexoria5449;x
5450;110;138;69;Nexoria5450;x
5451;8;82;171;Nexoria5451;x
5452;209;150;161;Nexoria5452;x
5453;183;130;24;Nexoria5453;x
5454;151;169;31;Nexoria5454;x
5455;126;121;24;Nexoria5455;x
5456;56;223;55;Nexoria5456;x
5457;46;254;141;Nexoria5457;x
5458;239;102;1;Nexoria5458;x
5459;131;242;80;Nexoria5459;x
5460;136;169;112;Nexoria5460;x
5461;135;38;218;Nexoria5461;x
5462;39;68;120;Nexoria5462;x
5463;60;97;65;Nexoria5463;x
5464;176;32;31;Nexoria5464;x
5465;244;23;147;Nexoria5465;x
5466;143;65;226;Nexoria5466;x
5467;0;182;193;Nexoria5467;x
5468;123;18;150;Nexoria5468;x
5469;104;54;183;Nexoria5469;x
5470;146;245;67;Nexoria5470;x
5471;79;151;42;Nexoria5471;x
5472;238;232;180;Nexoria5472;x
5473;129;38;6;Nexoria5473;x
5474;127;224;159;Nexoria5474;x
5475;112;11;11;Nexoria5475;x
5476;106;240;78;Nexoria5476;x
5477;105;122;179;Nexoria5477;x
5478;135;8;59;Nexoria5478;x
5479;185;90;235;Nexoria5479;x
5480;225;53;119;Nexoria5480;x
5481;205;18;245;Nexoria5481;x
5482;151;69;176;Nexoria5482;x
5483;44;25;199;Nexoria5483;x
5484;47;182;63;Nexoria5484;x
5485;130;74;87;Nexoria5485;x
5486;153;39;183;Nexoria5486;x
5487;152;157;114;Nexoria5487;x
5488;171;179;166;Nexoria5488;x
5489;220;116;99;Nexoria5489;x
5490;220;39;0;Nexoria5490;x
5491;119;103;134;Nexoria5491;x
5492;28;49;152;Nexoria5492;x
5493;135;87;55;Nexoria5493;x
5494;226;26;204;Nexoria5494;x
5495;189;44;19;Nexoria5495;x
5496;243;75;161;Nexoria5496;x
5497;13;14;239;Nexoria5497;x
5498;192;229;62;Nexoria5498;x
5499;90;180;171;Nexoria5499;x
5500;148;169;196;Nexoria5500;x
5501;60;209;214;Nexoria5501;x
5502;196;12;234;Nexoria5502;x
5503;221;154;192;Nexoria5503;x
5504;224;176;67;Nexoria5504;x
5505;38;140;58;Nexoria5505;x
5506;181;59;44;Nexoria5506;x
5507;156;4;203;Nexoria5507;x
5508;235;104;121;Nexoria5508;x
5509;142;140;233;Nexoria5509;x
5510;179;153;237;Nexoria5510;x
5511;54;206;11;Nexoria5511;x
5512;120;180;132;Nexoria5512;x
5513;101;86;234;Nexoria5513;x
5514;236;207;14;Nexoria5514;x
5515;250;65;27;Nexoria5515;x
5516;144;70;202;Nexoria5516;x
5517;149;212;159;Nexoria5517;x
5518;184;35;11;Nexoria5518;x
5519;193;94;110;Nexoria5519;x
5520;217;83;31;Nexoria5520;x
5521;115;75;178;Nexoria5521;x
5522;14;219;76;Nexoria5522;x
5523;2;223;207;Nexoria5523;x
5524;87;214;36;Nexoria5524;x
5525;152;186;23;Nexoria5525;x
5526;158;113;116;Nexoria5526;x
5527;150;58;190;Nexoria5527;x
5528;221;146;206;Nexoria5528;x
5529;11;179;100;Nexoria5529;x
5530;12;100;184;Nexoria5530;x
5531;120;78;97;Nexoria5531;x
5532;229;38;104;Nexoria5532;x
5533;132;200;41;Nexoria5533;x
5534;75;76;205;Nexoria5534;x
5535;25;202;180;Nexoria5535;x
5536;163;195;180;Nexoria5536;x
5537;81;86;10;Nexoria5537;x
5538;127;189;15;Nexoria5538;x
5539;128;49;89;Nexoria5539;x
5540;248;215;71;Nexoria5540;x
5541;205;162;90;Nexoria5541;x
5542;107;179;29;Nexoria5542;x
5543;241;214;146;Nexoria5543;x
5544;157;74;113;Nexoria5544;x
5545;54;143;210;Nexoria5545;x
5546;100;49;219;Nexoria5546;x
5547;148;117;116;Nexoria5547;x
5548;18;29;219;Nexoria5548;x
5549;89;164;81;Nexoria5549;x
5550;113;73;66;Nexoria5550;x
5551;8;236;238;Nexoria5551;x
5552;106;92;33;Nexoria5552;x
5553;100;77;173;Nexoria5553;x
5554;139;246;220;Nexoria5554;x
5555;223;207;82;Nexoria5555;x
5556;68;127;73;Nexoria5556;x
5557;196;205;106;Nexoria5557;x
5558;179;145;200;Nexoria5558;x
5559;251;246;118;Nexoria5559;x
5560;210;84;61;Nexoria5560;x
5561;117;14;130;Nexoria5561;x
5562;27;197;55;Nexoria5562;x
5563;112;145;2;Nexoria5563;x
5564;242;189;183;Nexoria5564;x
5565;197;153;68;Nexoria5565;x
5566;79;137;54;Nexoria5566;x
5567;96;172;132;Nexoria5567;x
5568;178;32;154;Nexoria5568;x
5569;57;208;205;Nexoria5569;x
5570;17;211;36;Nexoria5570;x
5571;232;164;92;Nexoria5571;x
5572;45;245;25;Nexoria5572;x
5573;125;138;132;Nexoria5573;x
5574;2;180;105;Nexoria5574;x
5575;49;56;30;Nexoria5575;x
5576;93;167;33;Nexoria5576;x
5577;35;97;56;Nexoria5577;x
5578;151;52;62;Nexoria5578;x
5579;108;11;172;Nexoria5579;x
5580;45;213;157;Nexoria5580;x
5581;105;3;151;Nexoria5581;x
5582;128;81;124;Nexoria5582;x
5583;146;228;208;Nexoria5583;x
5584;132;166;136;Nexoria5584;x
5585;168;184;194;Nexoria5585;x
5586;157;91;133;Nexoria5586;x
5587;20;234;142;Nexoria5587;x
5588;63;126;168;Nexoria5588;x
5589;82;81;49;Nexoria5589;x
5590;165;151;29;Nexoria5590;x
5591;204;198;112;Nexoria5591;x
5592;118;249;51;Nexoria5592;x
5593;158;176;93;Nexoria5593;x
5594;158;7;55;Nexoria5594;x
5595;104;6;21;Nexoria5595;x
5596;130;139;220;Nexoria5596;x
5597;37;252;206;Nexoria5597;x
5598;234;157;35;Nexoria5598;x
5599;156;177;186;Nexoria5599;x
5600;155;233;174;Nexoria5600;x
5601;108;129;153;Nexoria5601;x
5602;172;17;92;Nexoria5602;x
5603;102;197;130;Nexoria5603;x
5604;81;214;8;Nexoria5604;x
5605;127;102;88;Nexoria5605;x
5606;8;56;107;Nexoria5606;x
5607;153;115;222;Nexoria5607;x
5608;2;149;84;Nexoria5608;x
5609;216;194;14;Nexoria5609;x
5610;121;15;96;Nexoria5610;x
5611;141;240;215;Nexoria5611;x
5612;82;181;242;Nexoria5612;x
5613;100;230;107;Nexoria5613;x
5614;110;78;84;Nexoria5614;x
5615;42;156;240;Nexoria5615;x
5616;166;42;166;Nexoria5616;x
5617;40;33;176;Nexoria5617;x
5618;116;145;157;Nexoria5618;x
5619;187;64;246;Nexoria5619;x
5620;87;68;94;Nexoria5620;x
5621;72;189;119;Nexoria5621;x
5622;146;167;52;Nexoria5622;x
5623;21;244;183;Nexoria5623;x
5624;94;129;191;Nexoria5624;x
5625;112;143;35;Nexoria5625;x
5626;178;7;18;Nexoria5626;x
5627;147;19;40;Nexoria5627;x
5628;114;235;29;Nexoria5628;x
5629;133;169;234;Nexoria5629;x
5630;15;74;224;Nexoria5630;x
5631;164;201;57;Nexoria5631;x
5632;62;5;85;Nexoria5632;x
5633;22;125;91;Nexoria5633;x
5634;249;139;225;Nexoria5634;x
5635;145;112;68;Nexoria5635;x
5636;228;28;39;Nexoria5636;x
5637;9;228;89;Nexoria5637;x
5638;156;38;110;Nexoria5638;x
5639;5;58;37;Nexoria5639;x
5640;178;187;83;Nexoria5640;x
5641;242;136;119;Nexoria5641;x
5642;110;191;216;Nexoria5642;x
5643;88;78;246;Nexoria5643;x
5644;31;149;239;Nexoria5644;x
5645;50;110;52;Nexoria5645;x
5646;205;38;105;Nexoria5646;x
5647;112;230;178;Nexoria5647;x
5648;31;149;131;Nexoria5648;x
5649;236;199;45;Nexoria5649;x
5650;95;156;108;Nexoria5650;x
5651;103;125;54;Nexoria5651;x
5652;59;32;68;Nexoria5652;x
5653;146;51;216;Nexoria5653;x
5654;96;4;64;Nexoria5654;x
5655;169;197;188;Nexoria5655;x
5656;221;198;130;Nexoria5656;x
5657;223;175;211;Nexoria5657;x
5658;54;3;109;Nexoria5658;x
5659;140;212;249;Nexoria5659;x
5660;13;14;120;Nexoria5660;x
5661;61;130;92;Nexoria5661;x
5662;60;47;33;Nexoria5662;x
5663;77;244;173;Nexoria5663;x
5664;166;161;223;Nexoria5664;x
5665;143;54;78;Nexoria5665;x
5666;2;177;80;Nexoria5666;x
5667;37;10;125;Nexoria5667;x
5668;94;205;107;Nexoria5668;x
5669;222;171;226;Nexoria5669;x
5670;192;109;83;Nexoria5670;x
5671;245;117;254;Nexoria5671;x
5672;62;120;252;Nexoria5672;x
5673;122;180;249;Nexoria5673;x
5674;119;123;249;Nexoria5674;x
5675;214;87;215;Nexoria5675;x
5676;52;175;154;Nexoria5676;x
5677;121;123;98;Nexoria5677;x
5678;175;240;14;Nexoria5678;x
5679;77;112;124;Nexoria5679;x
5680;238;116;157;Nexoria5680;x
5681;251;240;235;Nexoria5681;x
5682;152;142;103;Nexoria5682;x
5683;150;148;122;Nexoria5683;x
5684;187;130;22;Nexoria5684;x
5685;128;253;150;Nexoria5685;x
5686;52;212;49;Nexoria5686;x
5687;139;200;93;Nexoria5687;x
5688;70;35;9;Nexoria5688;x
5689;91;57;146;Nexoria5689;x
5690;39;253;223;Nexoria5690;x
5691;150;59;134;Nexoria5691;x
5692;170;111;9;Nexoria5692;x
5693;15;51;2;Nexoria5693;x
5694;168;32;217;Nexoria5694;x
5695;40;7;191;Nexoria5695;x
5696;190;35;136;Nexoria5696;x
5697;157;136;175;Nexoria5697;x
5698;125;234;233;Nexoria5698;x
5699;237;172;102;Nexoria5699;x
5700;118;91;138;Nexoria5700;x
5701;110;219;104;Nexoria5701;x
5702;80;253;175;Nexoria5702;x
5703;51;107;69;Nexoria5703;x
5704;20;96;76;Nexoria5704;x
5705;73;91;147;Nexoria5705;x
5706;55;91;2;Nexoria5706;x
5707;67;251;59;Nexoria5707;x
5708;149;238;122;Nexoria5708;x
5709;244;251;44;Nexoria5709;x
5710;185;74;203;Nexoria5710;x
5711;47;15;115;Nexoria5711;x
5712;194;208;247;Nexoria5712;x
5713;74;155;172;Nexoria5713;x
5714;94;206;51;Nexoria5714;x
5715;23;87;170;Nexoria5715;x
5716;48;188;127;Nexoria5716;x
5717;116;223;134;Nexoria5717;x
5718;211;33;222;Nexoria5718;x
5719;241;91;67;Nexoria5719;x
5720;15;76;85;Nexoria5720;x
5721;146;182;202;Nexoria5721;x
5722;47;62;82;Nexoria5722;x
5723;90;42;160;Nexoria5723;x
5724;81;154;34;Nexoria5724;x
5725;33;177;26;Nexoria5725;x
5726;150;216;80;Nexoria5726;x
5727;212;43;240;Nexoria5727;x
5728;65;243;39;Nexoria5728;x
5729;207;4;115;Nexoria5729;x
5730;79;254;65;Nexoria5730;x
5731;132;189;122;Nexoria5731;x
5732;200;55;3;Nexoria5732;x
5733;177;168;30;Nexoria5733;x
5734;217;178;107;Nexoria5734;x
5735;207;48;158;Nexoria5735;x
5736;225;180;230;Nexoria5736;x
5737;189;64;193;Nexoria5737;x
5738;42;64;48;Nexoria5738;x
5739;102;38;5;Nexoria5739;x
5740;153;80;133;Nexoria5740;x
5741;47;214;193;Nexoria5741;x
5742;253;180;76;Nexoria5742;x
5743;197;213;191;Nexoria5743;x
5744;73;171;166;Nexoria5744;x
5745;134;153;206;Nexoria5745;x
5746;241;150;71;Nexoria5746;x
5747;164;64;203;Nexoria5747;x
5748;101;238;39;Nexoria5748;x
5749;167;225;118;Nexoria5749;x
5750;188;202;196;Nexoria5750;x
5751;109;41;39;Nexoria5751;x
5752;33;164;46;Nexoria5752;x
5753;98;40;244;Nexoria5753;x
5754;115;161;194;Nexoria5754;x
5755;191;172;123;Nexoria5755;x
5756;135;238;149;Nexoria5756;x
5757;7;37;163;Nexoria5757;x
5758;16;111;156;Nexoria5758;x
5759;209;212;141;Nexoria5759;x
5760;223;218;194;Nexoria5760;x
5761;255;205;237;Nexoria5761;x
5762;92;180;211;Nexoria5762;x
5763;61;234;230;Nexoria5763;x
5764;220;89;25;Nexoria5764;x
5765;205;181;160;Nexoria5765;x
5766;224;108;208;Nexoria5766;x
5767;97;11;81;Nexoria5767;x
5768;94;27;145;Nexoria5768;x
5769;63;183;33;Nexoria5769;x
5770;106;148;130;Nexoria5770;x
5771;232;197;192;Nexoria5771;x
5772;59;174;164;Nexoria5772;x
5773;37;247;240;Nexoria5773;x
5774;69;107;185;Nexoria5774;x
5775;41;181;143;Nexoria5775;x
5776;226;78;130;Nexoria5776;x
5777;218;126;192;Nexoria5777;x
5778;147;164;29;Nexoria5778;x
5779;192;89;47;Nexoria5779;x
5780;14;87;168;Nexoria5780;x
5781;0;223;198;Nexoria5781;x
5782;215;206;133;Nexoria5782;x
5783;93;138;86;Nexoria5783;x
5784;150;102;20;Nexoria5784;x
5785;56;179;231;Nexoria5785;x
5786;157;219;12;Nexoria5786;x
5787;30;88;177;Nexoria5787;x
5788;178;126;75;Nexoria5788;x
5789;163;53;143;Nexoria5789;x
5790;136;6;71;Nexoria5790;x
5791;243;120;205;Nexoria5791;x
5792;208;168;97;Nexoria5792;x
5793;13;190;214;Nexoria5793;x
5794;247;215;143;Nexoria5794;x
5795;249;171;165;Nexoria5795;x
5796;235;125;37;Nexoria5796;x
5797;26;34;13;Nexoria5797;x
5798;156;250;237;Nexoria5798;x
5799;93;188;149;Nexoria5799;x
5800;79;90;12;Nexoria5800;x
5801;234;9;245;Nexoria5801;x
5802;83;15;8;Nexoria5802;x
5803;124;222;135;Nexoria5803;x
5804;112;31;91;Nexoria5804;x
5805;171;139;98;Nexoria5805;x
5806;177;0;245;Nexoria5806;x
5807;157;137;77;Nexoria5807;x
5808;82;6;107;Nexoria5808;x
5809;40;230;142;Nexoria5809;x
5810;236;87;112;Nexoria5810;x
5811;100;16;246;Nexoria5811;x
5812;218;238;99;Nexoria5812;x
5813;166;150;90;Nexoria5813;x
5814;142;11;218;Nexoria5814;x
5815;229;82;68;Nexoria5815;x
5816;0;144;160;Nexoria5816;x
5817;219;161;229;Nexoria5817;x
5818;159;251;176;Nexoria5818;x
5819;153;34;193;Nexoria5819;x
5820;227;253;158;Nexoria5820;x
5821;68;218;136;Nexoria5821;x
5822;193;88;202;Nexoria5822;x
5823;212;197;78;Nexoria5823;x
5824;78;205;244;Nexoria5824;x
5825;182;17;220;Nexoria5825;x
5826;225;142;127;Nexoria5826;x
5827;51;174;153;Nexoria5827;x
5828;155;116;60;Nexoria5828;x
5829;32;176;50;Nexoria5829;x
5830;39;95;27;Nexoria5830;x
5831;186;173;172;Nexoria5831;x
5832;119;5;74;Nexoria5832;x
5833;187;98;59;Nexoria5833;x
5834;17;2;187;Nexoria5834;x
5835;140;206;45;Nexoria5835;x
5836;190;138;11;Nexoria5836;x
5837;170;55;241;Nexoria5837;x
5838;64;183;227;Nexoria5838;x
5839;86;80;16;Nexoria5839;x
5840;194;54;187;Nexoria5840;x
5841;72;168;117;Nexoria5841;x
5842;89;250;220;Nexoria5842;x
5843;101;24;124;Nexoria5843;x
5844;155;109;33;Nexoria5844;x
5845;224;6;252;Nexoria5845;x
5846;104;93;221;Nexoria5846;x
5847;145;207;120;Nexoria5847;x
5848;83;172;196;Nexoria5848;x
5849;213;41;110;Nexoria5849;x
5850;87;197;194;Nexoria5850;x
5851;150;48;122;Nexoria5851;x
5852;182;108;68;Nexoria5852;x
5853;122;153;252;Nexoria5853;x
5854;100;54;217;Nexoria5854;x
5855;114;228;83;Nexoria5855;x
5856;148;42;54;Nexoria5856;x
5857;138;91;137;Nexoria5857;x
5858;197;103;238;Nexoria5858;x
5859;243;14;238;Nexoria5859;x
5860;204;53;103;Nexoria5860;x
5861;11;94;238;Nexoria5861;x
5862;227;77;25;Nexoria5862;x
5863;14;57;236;Nexoria5863;x
5864;217;96;229;Nexoria5864;x
5865;58;153;85;Nexoria5865;x
5866;145;243;177;Nexoria5866;x
5867;129;233;240;Nexoria5867;x
5868;251;91;248;Nexoria5868;x
5869;234;174;125;Nexoria5869;x
5870;177;99;64;Nexoria5870;x
5871;73;218;254;Nexoria5871;x
5872;27;197;59;Nexoria5872;x
5873;244;181;95;Nexoria5873;x
5874;108;104;125;Nexoria5874;x
5875;233;255;174;Nexoria5875;x
5876;187;74;199;Nexoria5876;x
5877;188;165;169;Nexoria5877;x
5878;86;5;218;Nexoria5878;x
5879;176;164;222;Nexoria5879;x
5880;20;204;25;Nexoria5880;x
5881;172;6;120;Nexoria5881;x
5882;188;248;59;Nexoria5882;x
5883;106;103;145;Nexoria5883;x
5884;221;227;245;Nexoria5884;x
5885;28;185;86;Nexoria5885;x
5886;169;46;76;Nexoria5886;x
5887;105;218;188;Nexoria5887;x
5888;15;203;128;Nexoria5888;x
5889;12;77;28;Nexoria5889;x
5890;0;101;138;Nexoria5890;x
5891;7;158;79;Nexoria5891;x
5892;142;11;44;Nexoria5892;x
5893;102;89;53;Nexoria5893;x
5894;243;90;222;Nexoria5894;x
5895;189;190;11;Nexoria5895;x
5896;151;170;179;Nexoria5896;x
5897;116;70;136;Nexoria5897;x
5898;136;165;145;Nexoria5898;x
5899;73;152;155;Nexoria5899;x
5900;10;118;129;Nexoria5900;x
5901;154;255;220;Nexoria5901;x
5902;245;91;16;Nexoria5902;x
5903;152;168;79;Nexoria5903;x
5904;175;120;57;Nexoria5904;x
5905;236;98;9;Nexoria5905;x
5906;134;9;163;Nexoria5906;x
5907;27;19;163;Nexoria5907;x
5908;152;134;202;Nexoria5908;x
5909;7;13;88;Nexoria5909;x
5910;31;157;38;Nexoria5910;x
5911;8;209;111;Nexoria5911;x
5912;210;76;28;Nexoria5912;x
5913;172;160;24;Nexoria5913;x
5914;122;50;75;Nexoria5914;x
5915;143;160;238;Nexoria5915;x
5916;130;192;235;Nexoria5916;x
5917;4;140;104;Nexoria5917;x
5918;225;10;147;Nexoria5918;x
5919;30;121;125;Nexoria5919;x
5920;246;128;201;Nexoria5920;x
5921;168;251;93;Nexoria5921;x
5922;151;14;29;Nexoria5922;x
5923;123;248;242;Nexoria5923;x
5924;91;53;71;Nexoria5924;x
5925;125;158;161;Nexoria5925;x
5926;201;155;192;Nexoria5926;x
5927;103;110;34;Nexoria5927;x
5928;8;167;127;Nexoria5928;x
5929;135;140;74;Nexoria5929;x
5930;54;127;19;Nexoria5930;x
5931;185;11;215;Nexoria5931;x
5932;237;103;46;Nexoria5932;x
5933;175;157;194;Nexoria5933;x
5934;30;153;26;Nexoria5934;x
5935;227;205;23;Nexoria5935;x
5936;179;109;64;Nexoria5936;x
5937;85;62;67;Nexoria5937;x
5938;191;208;24;Nexoria5938;x
5939;102;30;91;Nexoria5939;x
5940;182;47;5;Nexoria5940;x
5941;127;117;26;Nexoria5941;x
5942;250;11;105;Nexoria5942;x
5943;66;193;81;Nexoria5943;x
5944;220;71;215;Nexoria5944;x
5945;178;161;58;Nexoria5945;x
5946;150;191;239;Nexoria5946;x
5947;151;39;48;Nexoria5947;x
5948;82;103;16;Nexoria5948;x
